<02:19:36.024>Start FDBS 
<02:19:36.325>FDBS; opened connection to oralv8a 
<02:19:37.569>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1, 'Sanama', 'Juergen', 'GB') 
<02:23:21.860>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7503, 'Meatloaf', 'Gaspard', 'I') 
<02:23:21.888>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7504, 'Maiwald', 'Anreas', 'F') 
<02:23:21.888>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7504, 'Maiwald', 'Anreas', 'F') 
<02:23:21.915>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7505, 'Jagger', 'Hueseyin', 'TUN') 
<02:23:21.915>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7505, 'Jagger', 'Hueseyin', 'TUN') 
<02:23:21.942>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7506, 'Bostanci', 'Melanie', 'I') 
<02:23:21.943>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7506, 'Bostanci', 'Melanie', 'I') 
<02:23:21.970>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7507, 'Meatloaf', 'Guildo', 'CHN') 
<02:23:21.970>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7507, 'Meatloaf', 'Guildo', 'CHN') 
<02:23:21.998>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7508, 'Gannouni', 'Mario', 'CMR') 
<02:23:21.998>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7508, 'Gannouni', 'Mario', 'CMR') 
<02:23:22.025>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7509, 'Haas', 'Daniel', 'F') 
<02:23:22.025>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7509, 'Haas', 'Daniel', 'F') 
<02:23:22.053>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7510, 'Turner', 'Gerhard', 'I') 
<02:23:22.055>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7510, 'Turner', 'Gerhard', 'I') 
<02:23:22.082>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7511, 'Gabriel', 'Mario', 'USA') 
<02:23:22.083>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7511, 'Gabriel', 'Mario', 'USA') 
<02:23:22.109>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7512, 'Burhenne', 'Gianna', 'F') 
<02:23:22.111>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7512, 'Burhenne', 'Gianna', 'F') 
<02:23:22.138>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7513, 'Meatloaf', 'Hueseyin', 'F') 
<02:23:22.138>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7513, 'Meatloaf', 'Hueseyin', 'F') 
<02:23:22.166>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7514, 'Meuer', 'Juergen', 'I') 
<02:23:22.166>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7514, 'Meuer', 'Juergen', 'I') 
<02:23:22.195>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7515, 'Nannini', 'Sarah', 'I') 
<02:23:22.196>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7515, 'Nannini', 'Sarah', 'I') 
<02:23:22.224>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7516, 'Mahr', 'Alexandre', 'TUN') 
<02:23:22.224>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7516, 'Mahr', 'Alexandre', 'TUN') 
<02:23:22.253>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7517, 'Tobert', 'Erdem', 'CMR') 
<02:23:22.254>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7517, 'Tobert', 'Erdem', 'CMR') 
<02:23:22.283>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7518, 'Bostanci', 'Erdem', 'TUN') 
<02:23:22.284>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7518, 'Bostanci', 'Erdem', 'TUN') 
<02:23:22.317>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7519, 'Tobert', 'Alexandre', 'TUN') 
<02:23:22.318>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7519, 'Tobert', 'Alexandre', 'TUN') 
<02:23:22.347>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7520, 'Hahn', 'Martin', 'TUN') 
<02:23:22.347>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7520, 'Hahn', 'Martin', 'TUN') 
<02:23:22.376>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7521, 'Scholz', 'null', 'CHN') 
<02:23:22.376>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7521, 'Scholz', 'null', 'CHN') 
<02:23:22.404>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7522, 'Paulheim', 'Nejib', 'I') 
<02:23:22.404>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7522, 'Paulheim', 'Nejib', 'I') 
<02:23:22.434>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7523, 'Burhenne', 'Holger', 'CMR') 
<02:23:22.435>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7523, 'Burhenne', 'Holger', 'CMR') 
<02:23:22.463>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7524, 'Hohmeyer', 'Gianna', 'I') 
<02:23:22.464>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7524, 'Hohmeyer', 'Gianna', 'I') 
<02:23:22.490>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7525, 'Jagger', 'Bob', 'TUN') 
<02:23:22.491>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7525, 'Jagger', 'Bob', 'TUN') 
<02:23:22.520>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7526, 'Lennox', 'Gaspard', 'I') 
<02:23:22.521>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7526, 'Lennox', 'Gaspard', 'I') 
<02:23:22.548>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7527, 'John', 'Donald', 'CHN') 
<02:23:22.548>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7527, 'John', 'Donald', 'CHN') 
<02:23:22.575>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7528, 'Pei', 'Juergen', 'D') 
<02:23:22.575>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7528, 'Pei', 'Juergen', 'D') 
<02:23:22.603>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7529, 'Nguentcheng', 'Hueseyin', 'I') 
<02:23:22.604>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7529, 'Nguentcheng', 'Hueseyin', 'I') 
<02:23:22.631>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7530, 'Lamps', 'Eros', 'D') 
<02:23:22.632>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7530, 'Lamps', 'Eros', 'D') 
<02:23:22.659>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7531, 'Kouada', 'Elton', 'F') 
<02:23:22.659>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7531, 'Kouada', 'Elton', 'F') 
<02:23:22.687>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7532, 'Knabe', 'null', 'I') 
<02:23:22.688>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7532, 'Knabe', 'null', 'I') 
<02:23:22.716>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7533, 'Gabriel', 'Tao', 'CHN') 
<02:23:22.716>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7533, 'Gabriel', 'Tao', 'CHN') 
<02:23:22.744>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7534, 'Gabriel', 'Benedikt', 'TUN') 
<02:23:22.744>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7534, 'Gabriel', 'Benedikt', 'TUN') 
<02:23:22.796>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7535, 'Saseno', 'Hueseyin', 'USA') 
<02:23:22.797>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7535, 'Saseno', 'Hueseyin', 'USA') 
<02:23:22.827>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7536, 'Hesse', 'Eros', 'TUN') 
<02:23:22.827>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7536, 'Hesse', 'Eros', 'TUN') 
<02:23:22.854>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7537, 'Stock', 'Lukas', 'GB') 
<02:23:22.855>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7537, 'Stock', 'Lukas', 'GB') 
<02:23:22.885>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7538, 'Schaefer', 'Martin', 'USA') 
<02:23:22.886>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7538, 'Schaefer', 'Martin', 'USA') 
<02:23:22.913>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7539, 'Hesse', 'Jan', 'ID') 
<02:23:22.913>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7539, 'Hesse', 'Jan', 'ID') 
<02:23:22.940>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7540, 'Schmitt', 'Christian', 'D') 
<02:23:22.940>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7540, 'Schmitt', 'Christian', 'D') 
<02:23:22.968>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7541, 'Tobert', 'Nejib', 'GB') 
<02:23:22.968>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7541, 'Tobert', 'Nejib', 'GB') 
<02:23:22.995>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7542, 'Mahr', 'Christian', 'F') 
<02:23:22.996>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7542, 'Mahr', 'Christian', 'F') 
<02:23:23.022>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7543, 'Militz', 'Susi', 'F') 
<02:23:23.023>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7543, 'Militz', 'Susi', 'F') 
<02:23:23.050>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7544, 'Sting', 'Gianna', 'D') 
<02:23:23.051>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7544, 'Sting', 'Gianna', 'D') 
<02:23:23.078>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7545, 'Stock', 'Rudi', 'CHN') 
<02:23:23.078>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7545, 'Stock', 'Rudi', 'CHN') 
<02:23:23.104>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7546, 'Gannouni', 'Gerhard', 'TUN') 
<02:23:23.105>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7546, 'Gannouni', 'Gerhard', 'TUN') 
<02:23:23.135>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7547, 'Ramazotti', 'Sinan', 'D') 
<02:23:23.136>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7547, 'Ramazotti', 'Sinan', 'D') 
<02:23:23.166>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7548, 'Lamps', 'Anreas', 'CHN') 
<02:23:23.167>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7548, 'Lamps', 'Anreas', 'CHN') 
<02:23:23.199>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7549, 'Ksaier', 'Phil', 'CMR') 
<02:23:23.199>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7549, 'Ksaier', 'Phil', 'CMR') 
<02:23:23.228>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7550, 'Wald', 'Alexandre', 'GB') 
<02:23:23.228>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7550, 'Wald', 'Alexandre', 'GB') 
<02:23:23.259>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7551, 'Nguentcheng', 'Sascha', 'TUN') 
<02:23:23.259>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7551, 'Nguentcheng', 'Sascha', 'TUN') 
<02:23:23.286>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7552, 'Militz', 'Erdem', 'GB') 
<02:23:23.286>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7552, 'Militz', 'Erdem', 'GB') 
<02:23:23.316>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7553, 'Paulheim', 'Freddie', 'CHN') 
<02:23:23.317>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7553, 'Paulheim', 'Freddie', 'CHN') 
<02:23:23.344>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7554, 'Turner', 'Annika', 'D') 
<02:23:23.345>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7554, 'Turner', 'Annika', 'D') 
<02:23:23.378>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7555, 'Schmitt', 'Simon', 'ID') 
<02:23:23.378>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7555, 'Schmitt', 'Simon', 'ID') 
<02:23:23.410>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7556, 'Gabriel', 'Tao', 'ID') 
<02:23:23.411>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7556, 'Gabriel', 'Tao', 'ID') 
<02:23:23.442>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7557, 'Hesse', 'Keith', 'CHN') 
<02:23:23.442>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7557, 'Hesse', 'Keith', 'CHN') 
<02:23:23.470>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7558, 'Niedeggen', 'Ilkem', 'ID') 
<02:23:23.470>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7558, 'Niedeggen', 'Ilkem', 'ID') 
<02:23:23.504>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7559, 'Richards', 'Martin', 'ID') 
<02:23:23.504>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7559, 'Richards', 'Martin', 'ID') 
<02:23:23.532>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7560, 'Meuer', 'Rudi', 'USA') 
<02:23:23.532>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7560, 'Meuer', 'Rudi', 'USA') 
<02:23:23.560>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7561, 'Maiwald', 'Hueseyin', 'TUN') 
<02:23:23.561>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7561, 'Maiwald', 'Hueseyin', 'TUN') 
<02:23:23.590>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7562, 'Meuer', 'Rudi', 'ID') 
<02:23:23.591>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7562, 'Meuer', 'Rudi', 'ID') 
<02:23:23.619>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7563, 'Mahr', 'Sinan', 'GB') 
<02:23:23.619>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7563, 'Mahr', 'Sinan', 'GB') 
<02:23:23.648>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7564, 'Bailleu', 'Kai', 'GB') 
<02:23:23.649>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7564, 'Bailleu', 'Kai', 'GB') 
<02:23:23.680>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7565, 'Dehler', 'Christian', 'F') 
<02:23:23.681>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7565, 'Dehler', 'Christian', 'F') 
<02:23:23.708>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7566, 'Horn', 'Patrik', 'GB') 
<02:23:23.709>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7566, 'Horn', 'Patrik', 'GB') 
<02:23:23.736>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7567, 'Scholz', 'null', 'TUN') 
<02:23:23.737>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7567, 'Scholz', 'null', 'TUN') 
<02:23:23.765>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7568, 'Kaas', 'Ilkem', 'TUN') 
<02:23:23.765>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7568, 'Kaas', 'Ilkem', 'TUN') 
<02:23:23.793>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7569, 'Klomann', 'null', 'I') 
<02:23:23.793>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7569, 'Klomann', 'null', 'I') 
<02:23:23.820>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7570, 'Jagger', 'Gianna', 'USA') 
<02:23:23.821>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7570, 'Jagger', 'Gianna', 'USA') 
<02:23:23.852>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7571, 'Dehler', 'Florian', 'USA') 
<02:23:23.852>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7571, 'Dehler', 'Florian', 'USA') 
<02:23:23.880>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7572, 'Kouada', 'Annie', 'I') 
<02:23:23.880>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7572, 'Kouada', 'Annie', 'I') 
<02:23:23.908>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7573, 'Sanama', 'Guildo', 'GB') 
<02:23:23.908>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7573, 'Sanama', 'Guildo', 'GB') 
<02:23:23.937>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7574, 'Englert', 'Annika', 'TUN') 
<02:23:23.937>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7574, 'Englert', 'Annika', 'TUN') 
<02:23:23.964>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7575, 'Maiwald', 'Michael', 'TUN') 
<02:23:23.965>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7575, 'Maiwald', 'Michael', 'TUN') 
<02:23:23.993>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7576, 'Horn', 'Franz', 'I') 
<02:23:23.994>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7576, 'Horn', 'Franz', 'I') 
<02:23:24.022>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7577, 'Horn', 'Ilkem', 'TUN') 
<02:23:24.022>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7577, 'Horn', 'Ilkem', 'TUN') 
<02:23:24.049>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7578, 'Richards', 'Matthias', 'F') 
<02:23:24.049>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7578, 'Richards', 'Matthias', 'F') 
<02:23:24.080>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7579, 'Mueller', 'Phil', 'GB') 
<02:23:24.080>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7579, 'Mueller', 'Phil', 'GB') 
<02:23:24.107>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7580, 'Militz', 'Eberhard', 'CHN') 
<02:23:24.107>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7580, 'Militz', 'Eberhard', 'CHN') 
<02:23:24.135>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7581, 'Lamps', 'Florian', 'CMR') 
<02:23:24.135>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7581, 'Lamps', 'Florian', 'CMR') 
<02:23:24.163>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7582, 'Jagger', 'Eros', 'ID') 
<02:23:24.163>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7582, 'Jagger', 'Eros', 'ID') 
<02:23:24.192>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7583, 'Hennecke', 'Simon', 'GB') 
<02:23:24.192>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7583, 'Hennecke', 'Simon', 'GB') 
<02:23:24.220>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7584, 'Scholz', 'Juergen', 'F') 
<02:23:24.220>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7584, 'Scholz', 'Juergen', 'F') 
<02:23:24.247>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7585, 'Haas', 'Rudi', 'CHN') 
<02:23:24.247>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7585, 'Haas', 'Rudi', 'CHN') 
<02:23:24.274>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7586, 'Horn', 'Juergen', 'GB') 
<02:23:24.274>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7586, 'Horn', 'Juergen', 'GB') 
<02:23:24.301>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7587, 'Maiwald', 'Bob', 'USA') 
<02:23:24.301>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7587, 'Maiwald', 'Bob', 'USA') 
<02:23:24.329>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7588, 'Richards', 'Kate', 'CHN') 
<02:23:24.330>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7588, 'Richards', 'Kate', 'CHN') 
<02:23:24.360>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7589, 'Gannouni', 'Hichem', 'CHN') 
<02:23:24.361>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7589, 'Gannouni', 'Hichem', 'CHN') 
<02:23:24.390>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7590, 'Harasty', 'Pascal', 'CHN') 
<02:23:24.390>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7590, 'Harasty', 'Pascal', 'CHN') 
<02:23:24.425>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7591, 'Lied', 'Kai', 'TUN') 
<02:23:24.426>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7591, 'Lied', 'Kai', 'TUN') 
<02:23:24.456>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7592, 'Bailleu', 'Annie', 'CHN') 
<02:23:24.456>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7592, 'Bailleu', 'Annie', 'CHN') 
<02:23:24.490>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7593, 'Kaas', 'Anreas', 'GB') 
<02:23:24.491>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7593, 'Kaas', 'Anreas', 'GB') 
<02:23:24.512>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7594, 'Sanama', 'Kate', 'USA') 
<02:23:24.512>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7594, 'Sanama', 'Kate', 'USA') 
<02:23:24.544>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7595, 'Hesse', 'Holger', 'I') 
<02:23:24.544>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7595, 'Hesse', 'Holger', 'I') 
<02:23:24.575>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7596, 'Hohmeyer', 'Rene', 'D') 
<02:23:24.575>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7596, 'Hohmeyer', 'Rene', 'D') 
<02:23:24.590>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7597, 'Jagger', 'Marcel', 'USA') 
<02:23:24.590>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7597, 'Jagger', 'Marcel', 'USA') 
<02:23:24.637>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7598, 'Hahn', 'Tao', 'F') 
<02:23:24.637>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7598, 'Hahn', 'Tao', 'F') 
<02:23:24.669>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7599, 'Miosga', 'Michael', 'D') 
<02:23:24.669>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7599, 'Miosga', 'Michael', 'D') 
<02:23:24.684>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7600, 'Burhenne', 'Freddie', 'D') 
<02:23:24.684>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7600, 'Burhenne', 'Freddie', 'D') 
<02:23:24.716>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7601, 'Lied', 'Sarah', 'CHN') 
<02:23:24.716>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7601, 'Lied', 'Sarah', 'CHN') 
<02:23:24.747>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7602, 'Nguentcheng', 'Susi', 'CMR') 
<02:23:24.747>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7602, 'Nguentcheng', 'Susi', 'CMR') 
<02:23:24.778>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7603, 'Klomann', 'Gerhard', 'I') 
<02:23:24.778>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7603, 'Klomann', 'Gerhard', 'I') 
<02:23:24.809>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7604, 'Hohmeyer', 'Aymen', 'USA') 
<02:23:24.809>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7604, 'Hohmeyer', 'Aymen', 'USA') 
<02:23:24.840>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7605, 'Tobert', 'Peter', 'CMR') 
<02:23:24.840>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7605, 'Tobert', 'Peter', 'CMR') 
<02:23:24.856>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7606, 'Klomann', 'Peter', 'USA') 
<02:23:24.856>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7606, 'Klomann', 'Peter', 'USA') 
<02:23:24.887>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7607, 'Lennox', 'Susi', 'D') 
<02:23:24.887>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7607, 'Lennox', 'Susi', 'D') 
<02:23:24.919>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7608, 'Maiwald', 'Mick', 'CMR') 
<02:23:24.919>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7608, 'Maiwald', 'Mick', 'CMR') 
<02:23:24.950>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7609, 'Hesse', 'Sarah', 'GB') 
<02:23:24.950>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7609, 'Hesse', 'Sarah', 'GB') 
<02:23:24.965>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7610, 'Gabriel', 'Freddie', 'GB') 
<02:23:24.965>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7610, 'Gabriel', 'Freddie', 'GB') 
<02:23:24.997>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7611, 'Kouada', 'Patrik', 'CHN') 
<02:23:24.997>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7611, 'Kouada', 'Patrik', 'CHN') 
<02:23:25.034>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7612, 'Heinz', 'Gianna', 'CHN') 
<02:23:25.034>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7612, 'Heinz', 'Gianna', 'CHN') 
<02:23:25.065>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7613, 'Hahn', 'Martin', 'CMR') 
<02:23:25.065>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7613, 'Hahn', 'Martin', 'CMR') 
<02:23:25.081>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7614, 'Nannini', 'null', 'CMR') 
<02:23:25.097>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (7614, 'Nannini', 'null', 'CMR') 
<02:23:25.112>Received FJDBC: INSERT INTO PASSENGER10K VALUES (7615, 'Gueclue', 'Martin', 'CHN') 
